category,diff_line,county,state
,"This is done from the incident scene, command  post, or agency administrative office.",polk,Iowa
,Select procedures and portions of the CEP  are utilized as needed   3   Partial   Activities include the activation of select  ESFs.,polk,Iowa
,Primary and support entities are  notified to support incident activities and staff the EOC.,polk,Iowa
,EOC may be activated  but 24 - hour staffing is unlikely.,polk,Iowa
,"CEP Base Plan concepts and select ESFs are  implemented   2   Full   In a full - scale activation, all ESF prim ary and support entities are notified and  the EOC is fully staffed for 24 - hour coverage.",polk,Iowa
,Activities include the coordination  of local resources with the potential of integrating state and federal resources into  local response priorities   1   Advanced   An adva nced level means that local capabilities are largely depleted or  inadequate to respond to the wide geographic nature or complexity of the  incident.,polk,Iowa
,"Activities include coordinating with state and federal entities and their  resources       S ECTION  5:   P ROCLAMATI ONS AND  D ECLARATIONS     Local Emergency Proclamation: None      March 9, 2020     Presidential  National Emergency   Declared: March 13, 2020       S ECTION  6:   D ISEASE  I MPACT       Confirmed COVID in Polk County       6   (UPDATED)     Under monitoring / voluntary iso lation or quarantine     Always changing       Pol k County Emergency Management Agency     COVID - 19 (Incident 2020 - 03 - 04)     -   Page  4   of  8   -   S ECTION  7:   E MERGENCY  S UPPORT  F UNCTION  (ESF)   S TATUS     The Polk County Comprehensive Emergency Plan (CEP) is built on 15 core emergency support functions or ESFs.",polk,Iowa
,The ESFs provide the structure for coordinating inte ragency and interjurisdictional support for significant incidents  and planned events in Polk County.,polk,Iowa
,The ESF structure includes mechanisms used to provide support to local  jurisdictions both for unplanned emergency incidents and planned events alike.,polk,Iowa
,The   following subsections provide a  briefing of activities by emergency support function.,polk,Iowa
,"ESF #1: Transportation   (transportation of goods/supplies and people;   route management;  routes blocked;   school  delays and closings,   etc.)",polk,Iowa
,DART :   H as temporarily stopp ed collecting fares and is asking all passengers to get on and off the bus through the  back door if they can safely do so.,polk,Iowa
,Daily disinfection protocols on all vehicles.,polk,Iowa
,Drivers have cleaning wipes and  hand sanitizer.,polk,Iowa
,Increased frequency of high - touch areas   in all facilities.,polk,Iowa
,No change in services   at this time .,polk,Iowa
,"Asking  public to not ride when si ck, cover coughs and maintain social distancing .",polk,Iowa
,DSM Airport :     Airlines are greatly reducing domestic service.,polk,Iowa
,Check with airlines to make sure flights are still  sch eduled.,polk,Iowa
,"Airport concessions will follow guidance from the Iowa Department of Public Health; at this time, the  airport will be transitioning to grab and go food offerings only.",polk,Iowa
,Discussions about employee safety ongoing.,polk,Iowa
,Enhanced cleaning of touch surfaces   is in place .,polk,Iowa
,Passenger loads are almost 80% lower than last year (4000 fewer  passenger per day).,polk,Iowa
,Airport concessions has grab and go food offerings only.,polk,Iowa
,Airport Authority and TSA staff have  transitioned to alternating schedules to protect business conti nuity.,polk,Iowa
,"(UPDATED)     LINK :  Transportation still available for persons served as part of work plan, but canceled for leisure.",polk,Iowa
,Heightened  sanitation on all vehicles.,polk,Iowa
,"Iowa DOT :  Multiple adjustments at service centers statewide, including: driver license renewa l extensions; title,  registration and plate expiration requirement changes; overweight load limit changes; appointment - only access to  service centers for driver licenses and IDs; health risk evaluation services at entrance to service centers; increased  cle aning of high touch areas and encouragement of social distancing (customers may be asked to wait in vehicles).",polk,Iowa
,Details at  https:// www.news.iowadot.gov/newsandinfo/2020/03/iowa - dot - adjusts - public - services - in - response - to - covid - 19.html       Prairie Meadows :  has op ened their parking lot for over - the - road truckers to park and  meet rest requirements .,polk,Iowa
,ESF #2: Communications   ( 911; paging ;   disp atch;   warning; etc.),polk,Iowa
,DM Dispatch : No current restrictions on ambulance availability.,polk,Iowa
,"Dispatch center restricted  only t o call center staff (no visitors, no other personnel).",polk,Iowa
,"A sking every medical call regardless of chief complaint the  questions about travel, exposure and fever/SOB.",polk,Iowa
,"DMPD is now handling most paper trips over the phone, so that is  changing how dispatch handle s those CFS .",polk,Iowa
,"PC Dispatch : Pushing IDPH and PCEMA updates to EMS, law Enforcement and fire fighters.",polk,Iowa
,Use Emergency  Medical Dispatch protocol to identify potential COVID cases.,polk,Iowa
,"Westcom : Effective 1700 on 3/18/2020, Westcom will begin  interviewing   all calle rs about any illness or recent  travel .",polk,Iowa
,Iowa Lottery   is using their electronic signs throughout the state to post COVID safety messages .,polk,Iowa
,"ESF #3: Public Works and Engineering   (water, wastewater, debris management,   plowing operations,   traffic  control device s, etc.)",polk,Iowa
,"Pol k County Emergency Management Agency     COVID - 19 (Incident 2020 - 03 - 04)     -   Page  5   of  8   -     DM Waterworks : Maintain water production by keeping employees well, through social distancing, hygiene, and  cessation of home calls.",polk,Iowa
,T emporary suspension of water shutoffs.,polk,Iowa
,Main   office is now closed to walk - in customers.,polk,Iowa
,Have begun setting up  facilities for sequestering critical staff on site .,polk,Iowa
,WDM Waterworks   has put policies in place to assure delivery of services throughout the pandemic .,polk,Iowa
,DM Public Works:   Normal Operations with the following considerations:     Heightened awareness of PPE  for   employees in Sewer Maintenance and WRA Divisions.,polk,Iowa
,"All Public Works Buildings, including WRA, are closed  to the public.",polk,Iowa
,"Continuity of Operations Plan in place to keep essential tasks functioning if   labor force is reduced due  to illness, or absent taking ca re of family members.",polk,Iowa
,Social distancing   practices in effect for field and office staff.,polk,Iowa
,(NEW)       ESF #4: Firefighting   (suppression; prevention; and evacuation)     DM Fire :  High degree of cooperation among first responders to share SOGs and equipment research .,polk,Iowa
,Current  discussions on how to triage changes when disease more widespread .,polk,Iowa
,Part of senior staff and plans review working  remotely.,polk,Iowa
,"Headquarters facility open internal operations, but movements restricted and all non - emergent public  programming is susp ended.",polk,Iowa
,"Ongoing training programs required for service delivery are evaluated individually to  ensure facilitation can occur with distancing/spacing, etc.",polk,Iowa
,Urbandale Fire : cancelled all classes and public appearances.,polk,Iowa
,has been  invited to be represented in the Polk County EOC to represent ESF - 4.,polk,Iowa
,Will be represented in the EOC beginning 3/19.,polk,Iowa
,"ESF #5: Emergency Management   (EOC and CEP coordination; situation unit, liaison with state and federal  entities; etc.)",polk,Iowa
,EOC activated on 03/06/2020      Documented and/or fulfilled  resource requests  (NEW)      Initial EOC Briefing conducted on 3/10/2020      Medical Coordination Center planning begin 3/13/2020      EOC Operations Briefing scheduled for 3/17/2020      Press conference on  3/16/19      Participated in the Dallas County EOC Briefing to ensure co nsistency and situational awareness of  information.,polk,Iowa
,"(NEW)      Critical infrastructure partner call scheduled for 3/18/2020  (NEW)     ESF #6: Mass Care, Housing, Human Services   (ARC, Salvation Army, United Way, etc.)",polk,Iowa
,Red Cross : Monitoring response partner needs.,polk,Iowa
,Implementing national disaster matrix for providing assistance to  disaster victims.,polk,Iowa
,Maintaining capacity to respond to other natural disasters.,polk,Iowa
,Salvation Army :  Canteen ready to be deployed for meals or supply drop - offs.,polk,Iowa
,Normal operations continuing with  precautions to avoid transmittal.,polk,Iowa
,Food pantries handing out pre - packaged food orders.,polk,Iowa
,"United Way 2 - 1 - 1 : serving as statewide hotline for general COVID questions, and Polk County hotline for medical  questions (answered by nurses from Central Iowa medical s ystems).",polk,Iowa
,Sheltering planning for homeless populations who are under self - quarantine or isolation is in progress.,polk,Iowa
,"Polk County :   commodity supplemental foods and congregate meal sites are closed to walk - in traffic but have  instituted drive - through, deliver y or other methods, depending on site.",polk,Iowa
,"Details are updated here:  https://www.polkcountyiowa.gov/cfys/modifications - to - program - services - due - to - covid - 19/    ( NEW)     Pol k County Emergency Management Agency     COVID - 19 (Incident 2020 - 03 - 04)     -   Page  6   of  8   -   DMARC Food pantries:    Committed to maintaining food di stribution, while   keeping staff, volunteers and people  served safe.",polk,Iowa
,"Methods include (depending on location), using alternative distribution methods such as: use of pre - packaged items, walk - up/dri ve up service, only allowing one customer at a time, using paper forms.",polk,Iowa
,Also restricting  use of volunteers.,polk,Iowa
,"Information, by site, at  https://www.dmarcunited.org/2020/03/covid - 19/   (NEW)     ESF #7:  Resource Support   (support not necessarily mentioned in other ESFs)     Safeguard Iowa :  Safeguard Iowa Partnership has been assisting in locating volunteers to work the 211 Call Center.",polk,Iowa
,"Safeguard Iowa and Polk County EMA conducted a critical infrastructure co nference call to help to develop a better  understanding of protective measures taken, information needs and questions that could be addressed through  partner organizations.",polk,Iowa
,A FAQ page is being developed for Critical Infrastructure Partners.,polk,Iowa
,Safeguard Iowa is  continuing to support the private sector and meeting logistical needs.,polk,Iowa
,"Gathering be st practices from CDC, IDPH, PCHD and pushing out to 750 member employers on employee safety  and sanitation, social distancing, mental health, work - from - home.",polk,Iowa
,Getting answers to questions that employers need.,polk,Iowa
,Documented and/or fulfilled resource request s .,polk,Iowa
,Volunteer Iowa:    Volunteer Iowa has set up an online volunteer event page for COVID - 19 related volunteer  opportunities.,polk,Iowa
,This is listed on the statewide online volunteer portal.,polk,Iowa
,"We are working to get volunteer centers, food  banks, etc.",polk,Iowa
,to populate thei r volunteer needs so individuals have a place to go to search for volunteer opportunities.,polk,Iowa
,This is developed in collaboration with the state VAL and Governor's Office.,polk,Iowa
,"http:/ /volunteeriowa.galaxydigital.com/need/?s=1&need_init_id=3002 (NEW)     Ful filling requests locally  for sheltering and correctional facilities, to include   tents, cots and other   supplies and  equipment .",polk,Iowa
,"(NEW)     The medical supplies  requested   over the past 24 - hours from local stakeho lders, to the Polk County EOC,  to the State  Emergency Operations Center includes:  (NEW)         ESF #8: Public Health and Medical Services   (EMS;   hospitals,   healthcare facilities;  mental health,  etc.)",polk,Iowa
,ESF - 8 was activated on 3/6/2020; however the ESF - 8 team has been meeting since Ja nuary 29.,polk,Iowa
,"As a part of that  planning, a phased approach was developed: Preparedness (Phase 1); Localized Outbreak (Phase 2); Community  Spread (Phase 3).",polk,Iowa
,"Medical Coordination Center planning group was established to address key healthcare system issues, wh ich  included embedding medical personnel in 2 - 1 - 1, clarification on testing protocols, EMS protocols, and PPE  recommendations.",polk,Iowa
,"This group represents the hospitals in Polk County, clinics and representatives for EMS services.",polk,Iowa
,"Mental health providers are co ordinating the needs for the homeless population, public and healthcare providers.",polk,Iowa
,"As cases or potential cases are identified, public health staff are continuing their contact tracing and providing PH  guidance.",polk,Iowa
,Pol k County Emergency Management Agency     COVID - 19 (Incident 2020 - 03 - 04)     -   Page  7   of  8   -   A press conference was held on 3/16 and the   PCHD website is reviewed and updated daily with the most current  information.,polk,Iowa
,The communicable disease team continues to take many calls to answer questions of the public and  clinicians.,polk,Iowa
,Critical PPE and other medical resources remain scarce.,polk,Iowa
,"However, t he guidance continues to change as more cases  are confirmed and more is discovered about the disease.",polk,Iowa
,2 - 1 - 1 medical call center established and taking calls providing clinical triage.,polk,Iowa
,"Expanded to 57 counties , which  resulted in  an increase of calls answered .",polk,Iowa
,"( UPDATED )     Date   Call s Taken   3/17/20   1,000   3/18/20   1,250     Monitoring bed capacity , testing   and medical supply inventories   daily .",polk,Iowa
,Planning for Clinic - based Testing Sites  within   the community .,polk,Iowa
,"(NEW)     ESF #9: Search and Rescue   (extrication and location of missing persons)   Nothing to report     ESF #10: Hazardous Materials   Nothing to report     ESF #11: Agriculture, Natural Resources, and Pets   ARL : Currently no change in services or hours  bu t  reducing public access at ARL buildings ;  updates at arl - iowa.org.",polk,Iowa
,"Some event cancellations, per CDC guidelines.",polk,Iowa
,"Keeping employees safe by providing proper PPE, and reducing  public contact.",polk,Iowa
,There is no evidence of animals being a threat of either tra nsmi tting or receiving COVID - 19 .,polk,Iowa
,"ARL has set up a  Pet Food Pantry   out of the Animal Services location at 1615 SE 14 th   St. Des Moines, offering pet  food assistance for individ uals impacted by the pandemic,  Mon - Sat, 9 - 5.",polk,Iowa
,Individuals that might be under quarant ine  or otherwise need to restrict their travel as a result of the pandemic can call ARL at 515 - 262 - 9503.,polk,Iowa
,We will attempt  to work with special circumstances on an individual basis.,polk,Iowa
,"In addition, we will be working with our human Pet  Food Pantry partners to   identify opportunities to distribute food in the community.",polk,Iowa
,(NEW)     ESF #12: Energy   MidAmerican Energy   has implemented its business continuity plan to ensure energy service is maintained.,polk,Iowa
,"Temporary travel restrictions and self - isolation are in place for e mployees, as well as restricted visitors and access to  key facilities.",polk,Iowa
,Key employees and tasks are being separated to multiple locations to ensure continuity.,polk,Iowa
,New safety  protocols are in place for ens uring safety during home visits .,polk,Iowa
,"ESF #13: Law Enforceme nt and Security   Law enforcement, when performing LE duties, should not need N95 protection.",polk,Iowa
,"If they are performing medical/life - saving procedures involving the airway, N95 protection is recommended.",polk,Iowa
,"Johnston : Issuance of PPE (gloves, masks, eye protectio n).",polk,Iowa
,"Enhanced hygiene by more frequently uniform washing,  changing out of uniforms before going home.",polk,Iowa
,Reduction of non - essential trainings and education.,polk,Iowa
,"Prioritizing which  calls must be done in person, vs more administrative calls to be done by phone.",polk,Iowa
,DMP D :  The IDPH  Isolation Guidance for Essential Services Personnel  was shared with all employees.,polk,Iowa
,"DMPD  Media Office drafted and shared on social media, and with local media, an advisory regarding community awareness  of COVID - 19 related fraudulent activity .",polk,Iowa
,"( NEW)     T he union and the City have entered into a mutually agreed upon MOU that states employees will receive  continuation of regular wages for the hours an employee would have otherwise worked if they are symptomatic or  Pol k County Emergency Management Agency     COVID - 19 (Incident 2020 - 03 - 04)     -   Page  8   of  8   -   are otherwise required to miss work  for purposes of isolation, testing, and/or recovery from COVID  -   19 symptoms,  OR have tested positive and are in quarantine, OR an employee has been exposed to someone who has the virus and  the employee needs to be tested, OR if an employee is needed to ca re for a family member who has the virus or has  been in contact with someone who has the virus and has been directed to self - isolate.",polk,Iowa
,"The MOU goes on to address  use of sick leave after 14 days, and the ability to borrow against future sick leave.",polk,Iowa
,MOU is  effective through 16  April unless adjusted with mutual agreement.,polk,Iowa
,"Public lobby remains open  but residents needing non - emergency police services are strongly encouraged to call the  police department, rather than visiting the department.",polk,Iowa
,"Tours, civilian ri de - alongs, public fingerprinting have been  temporarily suspended.",polk,Iowa
,Officers issued right types and amounts of PPE.,polk,Iowa
,Disinfecting and cleaning processes of  vehicles and shared equipment are being repeated as shifts change .,polk,Iowa
,Asking  officers to use discretion on   when to  choose citation instead of custody to   minimize contact when possible .,polk,Iowa
,Windsor Heights :  Have restricted public access to City Hall and Public Safety building.,polk,Iowa
,Requiring deeper cleaning  of police and fire equipment and vehicles.,polk,Iowa
,Polk County   Law E nforcement Executives Association (PLEXA)  has been invited to be represented in the Polk  County EOC to represent ESF - 13.,polk,Iowa
,Representatives will be in the EOC from 9 - 5 M - F. Currently they are identifying  priorities and strategies to address LE concerns.,polk,Iowa
,Daily   conference calls will occur with PLEXA at  noon   PLEXA   has  stood up a law enforcement branch at the Polk County EOC.,polk,Iowa
,It is being staffed daily by a rotation of two police  chiefs.,polk,Iowa
,Daily conference calls (M - F) are taking place at noon for ongoing collaboratio n and needs assessments with  metro - wide partners.,polk,Iowa
,ESF #14: Mitigation and Recovery   (disaster assistance program coordination)   Nothing to report     ESF #15: Public Information   Continue to update PCHD website and social media   Handle and respond t o media requests as needed   Coordinate press conference   Mitigate rumor control   Create videos as needed for public release on the PCPH YouTube channel .,polk,Iowa
,Plan to post Frid ay .,polk,Iowa
,"( UPDATED )     S ECTION  8:   R EQUESTS FOR  A DDITIONAL  R ESOURCES     Personal protective equipment continues to be request ed, but are unable to be fulfilled in large quantities.",polk,Iowa
,"However,  requests are being forwarded to the State Emergency Operations Center so orders can be fulfilled when resources do  become available.",polk,Iowa
,State is requesting  PPE  numbers for bulk ordering.,polk,Iowa
,"(NEW)     S ECTION  9:   O THER  R ELEVANT  I NFORMATION       Polk County  Emergency Management Agency     COVID - 19 (Incident 2020 - 03 - 04)     -   Page  1   of  7   -     Situation Report (SIT - REP)  Version:   3     Incident Name:  COVID - 19   Report Date:  18   March 2020   Report Time:  17 00   Hours                             For Additional Information Contact:   Helen Eddy ,  Director   Polk County  Public Health   515 - 782 - 7236   nola.aigner @polkcountyiowa.gov       Proudly serving the communities of:   Alleman, Altoona, Ankeny, Bondurant, Clive, Des Moines, Elkhart, Grimes, Johnston, Mitchellville,  Pleasant Hill, Polk City, Polk County, Runnells, Urbandale, West Des Moines, and Windsor Heights   Polk County Emergency Management Agency     COVID - 19 (Incident 2020 - 03 - 04)     -   Page  2   of  7   -     S ECTION  1:   S ITUATION   D ESCRIPTION     The COVID - 19 is a world - wide pandemic according to the World Health Organization.",polk,Iowa
,The President of  the United States of America has declared a Public Health Emergency and has issued an Emergency  Declaration.,polk,Iowa
,"Within Iowa, Governor Reynolds ha s issued a public health emergency proclamation.",polk,Iowa
,All of  these declarations and proclamations have relaxed various authorities and regulations to respond to this  incident.,polk,Iowa
,Those changes will continue to be assessed and may be altered.,polk,Iowa
,Individuals should con tact their  respective authorities for those changes.,polk,Iowa
,"Currently, in Iowa, we have community spread, which means that people are becoming infected in ways  that cannot be traced back to travel or known infected individuals.",polk,Iowa
,"Personal protective equipment, te sting, screening and surveillance guidelines and recommendations  continue to be evaluated and are adjusted frequently as more information is gathered about this virus.",polk,Iowa
,Current guidelines should be sourced from Polk County Health Department's webpage.,polk,Iowa
,"S EC TION  2:   F ORECAST     Local Forecast Details:  http://www.crh.noaa.gov/dmx/       Severe weather:  (NEW)   * Severe Threat Thursday, River Flooding into the Weekend, Strong Winds and Returning Bitter Cold Thursday  Night i nto Friday     * WHERE  -   Severe Threat: Central and Southern Iowa, Strong Winds and Cold: Northern and Central Iowa     * WHEN  -   Severe Threat: Thursday Afternoon and Evening, Strong Winds and Cold: Thursday Night into Friday,  River Flooding: Weekend into Early  Next Week     S ECTION  3:   O PERATIONAL  F OCUS  A REAS ,   P RIORITIES AND  A SSUMPTIONS     Operational Focus Areas   1.",polk,Iowa
,Situational State/Situational Analysis   2.,polk,Iowa
,Determine Priority of Incident(s)   3.,polk,Iowa
,Acquire/Allocate Critical Resources   4.,polk,Iowa
,Crisis Information Management   5.,polk,Iowa
,Develop/Advise/Su pport Policy - Level Decisions   6.,polk,Iowa
,Coordinate with Elected/Appointed Officials   7.,polk,Iowa
,"Coordination with County, State, Federal, Private, and Non - Governmental Components     Incident Priorities   1.",polk,Iowa
,"Care for Life, Safety and Health    2.",polk,Iowa
,Stabilize Incident   3.,polk,Iowa
,Recover     Planning assumpti ons   1.,polk,Iowa
,Public health preparedness will limit the scope of the disease spread (Phase 1)   2.,polk,Iowa
,It is likely that a localized outbreak will occur in Polk County (Phase 2)   3.,polk,Iowa
,Polk County may experience community spread of the disease (Phase 3)   4.,polk,Iowa
,Polk County Public Health ma y not be informed of a positive case or tests submitted   5.,polk,Iowa
,Resources such as personal protective equipment will be very limited and possibly unavailable   Polk County Emergency Management Agency     COVID - 19 (Incident 2020 - 03 - 04)     -   Page  3   of  7   -   6.,polk,Iowa
,Sharing of valid information with community partners and the public will ease fears and drive appropriate  actions   7.,polk,Iowa
,This is a fast - paced and evolving incident and information will change and require updating on a frequent  basis   8.,polk,Iowa
,Coordination and collaboration among community partners is necessary and will be done using the  principles of the National Incident Mana gement System (NIMS) and Incident Command System (ICS)   9.,polk,Iowa
,Safety message (ICS - 208) will be followed in the building       S ECTION  4:   A CTIVATION AND  S TAFFING  L EVEL     Current   activation level is a  3   (of 5)      for an unknown period of   time .,polk,Iowa
,Staff will  continue to coordinate with local entities on individual basis and scheduled conference calls as needed.,polk,Iowa
,Activation   Level   Generalized Description of Activities   5   Monitoring   Existing resources and capabilities are not necessarily coor dinated outside of  their own jurisdiction or outside of their immediate   discipline.,polk,Iowa
,"Normal  administrative, planning, training, and exercise activities are scheduled and  carried out   4   Limited   Request of limited coordination by available EMA staff personn el for a single  jurisdiction or single discipline.",polk,Iowa
,"This is done from the incident scene, command  post, or agency administrative office.",polk,Iowa
,Select procedures and portions of the CEP  are utilized as needed   3   Partial   Activities include the activation of select  ESFs.,polk,Iowa
,Primary and support entities are  notified to support incident activities and staff the EOC.,polk,Iowa
,EOC may be activated  but 24 - hour staffing is unlikely.,polk,Iowa
,"CEP Base Plan concepts and select ESFs are  implemented   2   Full   In a full - scale activation, all ESF prim ary and support entities are notified and  the EOC is fully staffed for 24 - hour coverage.",polk,Iowa
,Activities include the coordination  of local resources with the potential of integrating state and federal resources into  local response priorities   1   Advanced   An adva nced level means that local capabilities are largely depleted or  inadequate to respond to the wide geographic nature or complexity of the  incident.,polk,Iowa
,"Activities include coordinating with state and federal entities and their  resources       S ECTION  5:   P ROCLAMATI ONS AND  D ECLARATIONS     Local Emergency Proclamation: None      March 9, 2020     Presidential  National Emergency   Declared: March 13, 2020       S ECTION  6:   D ISEASE  I MPACT       Confirmed COVID in Polk County       1   Polk County Emergency Management Agency     COVID - 19 (Incident 2020 - 03 - 04)     -   Page  4   of  7   -     Under monitoring / voluntary iso lation or quarantine     Always changing       S ECTION  7:   E MERGENCY  S UPPORT  F UNCTION  (ESF)   S TATUS     The Polk County Comprehensive Emergency Plan (CEP) is built on 15 core emergency support functions or ESFs.",polk,Iowa
,The ESFs provide the structure for coordinating inte ragency and interjurisdictional support for significant incidents  and planned events in Polk County.,polk,Iowa
,The ESF structure includes mechanisms used to provide support to local  jurisdictions both for unplanned emergency incidents and planned events alike.,polk,Iowa
,The   following subsections provide a  briefing of activities by emergency support function.,polk,Iowa
,"ESF #1: Transportation   (transportation of goods/supplies and people;   route management;  routes blocked;   school  delays and closings,   etc.)",polk,Iowa
,DART :   H as temporarily stopp ed collecting fares and is asking all passengers to get on and off the bus through the  back door if they can safely do so.,polk,Iowa
,Daily disinfection protocols on all vehicles.,polk,Iowa
,Drivers have cleaning wipes and  hand sanitizer.,polk,Iowa
,Increased frequency of high - touch areas   in all facilities.,polk,Iowa
,No change in services   at this time .,polk,Iowa
,"Asking  public to not ride when si ck, cover coughs and maintain social distancing  ( UPDATED) .",polk,Iowa
,DSM Airport :     Airlines are greatly reducing domestic service.,polk,Iowa
,Check with airlines to make sure flights are  still  scheduled.,polk,Iowa
,"Airport concessions will follow guidance from the Iowa Department of Public Health; at this time, the  airport will be transitioning to grab and go food offerings only.",polk,Iowa
,Discussions about employee safety ongoing.,polk,Iowa
,Enhanced cleaning of touch   surfaces is in place .,polk,Iowa
,"LINK :  Transportation still available for persons served as part of work plan, but canceled for leisure.",polk,Iowa
,Heightened  sanitation on all vehicles.,polk,Iowa
,"Iowa DOT :  Multiple adjustments at service centers statewide, including: driver license   renewal extensions; title,  registration and plate expiration requirement changes; overweight load limit changes; appointment - only access to  service centers for driver licenses and IDs; health risk evaluation services at entrance to service centers; increa sed  cleaning of high touch areas and encouragement of social distancing (customers may be asked to wait in vehicles).",polk,Iowa
,Details at  h ttps://www.news.iowadot.gov/newsandinfo/2020/03/iowa - dot - adjusts - public - services - in - response - to - covid - 19.html   (NEW).,polk,Iowa
,Prairie Meadows :  has op ened their parking lot for over - the - road truckers to park and  meet rest requirements  (NEW).,polk,Iowa
,ESF #2: Communication s   ( 911; paging ;   dispatch;   warning; etc.),polk,Iowa
,DM Dispatch : No current restrictions on ambulance availability.,polk,Iowa
,"Dispatch cent er restricted  only to call center staff (no visitors, no other personnel).",polk,Iowa
,"Now asking every medical call regardless of chief  complaint the questions about travel, exposure and fever/SOB.",polk,Iowa
,"DMPD is now handling most paper trips over the  phone, so that is chan ging   how dispatch handles those CFS   (UPDATED).",polk,Iowa
,"PC Dispatch : Pushing IDPH and PCEMA updates to EMS, law Enforcement and fire fighters.",polk,Iowa
,Use Emergency  Medical Dispatch protocol to identify potential COVID cases.,polk,Iowa
,"Westcom : Effective 1700 on 3/18/2020, Westcom   will begin  interviewing   all callers about any illness or recent  travel  (NEW).",polk,Iowa
,Iowa Lottery is using their electronic signs throughout the state to  post COVID safety messages   (NEW).,polk,Iowa
,"Polk County Emergency Management Agency     COVID - 19 (Incident 2020 - 03 - 04)     -   Page  5   of  7   -     ESF #3: Public Works and Engineering   (water, wastewater, debris manageme nt,   plowing operations,   traffic  control devices, etc.)",polk,Iowa
,"DM Waterworks : Maintain water production by keeping employees well, through social distancing, hygiene, and  cessation of home calls.",polk,Iowa
,T emporary suspension of water shutoffs.,polk,Iowa
,Main   office is now closed   to walk - in customers.,polk,Iowa
,Have begun setting up facilities for sequestering critical staff on site .,polk,Iowa
,WDM Waterworks   has put policies in place to assure delivery of services throughout the pandemic .,polk,Iowa
,ESF #4: Firefighting   (suppression; prevention; and evacua tion)     DM Fire :  High degree of cooperation among first responders to share SOGs and equipment research.,polk,Iowa
,Current  discussions on how to triage changes when disease more widespread .,polk,Iowa
,Part of senior staff and plans review working  remotely.,polk,Iowa
,"Headquarters faci lity open internal operations, but movements restricted and all non - emergent public  programming is suspended.",polk,Iowa
,"Ongoing training programs required for service delivery are evaluated individually to  ensure facilitation can occur with distancing/spacing, etc.",polk,Iowa
,(UPDATED)     Urbandale Fire : cancelled all classes and public appearances.,polk,Iowa
,invited to be represented in the Polk County EOC to represent ESF - 4.,polk,Iowa
,"ESF #5: Emergency Management   (EOC and CEP coordination; situatio n unit, liaison with state and federal  entities; etc.)",polk,Iowa
,EOC activated on 03/06/2020      Documented and/or fulfilled resource requests  (NEW)      Initial EOC Briefing conducted on 3/10/2020      Medical Coordination Center planning begin 3/13/2020      EOC Operations Briefing   scheduled for 3/17/2020      Press conference on  3/16/19      Participated in the Dallas County EOC Briefing to ensure consistency and situational awareness of  information.,polk,Iowa
,"(NEW)      Critical infrastructure partner call scheduled for 3/18/2020  (NEW)     ESF #6: Mass Care,   Housing, Human Services   (ARC, Salvation Army, United Way, etc.)",polk,Iowa
,Red Cross : Monitoring response partner needs.,polk,Iowa
,Implementing national disaster matrix for providing assistance to  disaster victims.,polk,Iowa
,Maintaining capacity to respond to other natural disasters.,polk,Iowa
,Salvation Army :  Canteen ready to be deployed for meals or supply drop - offs.,polk,Iowa
,Normal operations continuing with  precautions to avoid transmittal.,polk,Iowa
,Food pantries handing out pre - packaged food orders.,polk,Iowa
,"United Way 2 - 1 - 1 : serving as statewide hotline for genera l COVID questions, and Polk County hotline for medical  questions (answered by nurses from Central Iowa medical systems).",polk,Iowa
,Sheltering planning for homeless populations who are under self - quarantine or isolation is in progress.,polk,Iowa
,ESF #7: Resource Support   (su pport not necessarily mentioned in other ESFs)     Safeguard Iowa :  Safeguard Iowa Partnership has been assisting in locating volunteers to work the 211 Call Center .,polk,Iowa
,"Safeguard Iowa and Polk County EMA conducted a critical infrastructure conference call to hel p to develop a better  understanding of protective measures taken, information needs and questions that could be addressed through  partner organizations.",polk,Iowa
,A FAQ page is being developed for Critical Infrastructure Partners.,polk,Iowa
,"( UPDATED)   Polk County Emergency Management Agency     COVID - 19 (Incident 2020 - 03 - 04)     -   Page  6   of  7   -     Gathering best practice s from CDC, IDPH, PCHD and pushing out to 750 member employers on employee safety  and sanitation, social distancing, mental health, work - from - home.",polk,Iowa
,Getting answers to questions that employers need.,polk,Iowa
,Documented and/or fulfilled resource requests .,polk,Iowa
,"ESF #8 : Public Health and Medical Services   (EMS;   hospitals,   healthcare facilities;  mental health,  etc.)",polk,Iowa
,ESF - 8 was activated on 3/6/2020; however the ESF - 8 team has been meeting since January 29.,polk,Iowa
,"As a part of that  planning, a phased approach was developed: Prepa redness (Phase 1); Localized Outbreak (Phase 2); Community  Spread (Phase 3).",polk,Iowa
,"Medical Coordination Center planning group was established to address key healthcare system issues, which  included embedding medical personnel in 2 - 1 - 1, clarification on testing  protocols, EMS protocols, and PPE  recommendations.",polk,Iowa
,"This group represents the hospitals in Polk County, clinics and representatives for EMS services.",polk,Iowa
,"Mental health providers are coordinating the needs for the homeless population, public and healthcare prov iders.",polk,Iowa
,"As cases or potential cases are identified, public health staff are continuing their contact tracing and providing PH  guidance.",polk,Iowa
,A press conference was held on 3/16 and the PCHD website is reviewed and updated daily with the most current  informatio n. The communicable disease team continues to take many calls to answer questions of the public and  clinicians.,polk,Iowa
,Critical PPE and other medical resources remain scarce.,polk,Iowa
,"However, the guidance continues to change as more cases  are confirmed and more is disc overed about the disease.",polk,Iowa
